respondent_id,resp_gender,region,resp_age,education,polid_numeric,party_preference,prez_vote,alt_dv_realestate,alt_dv_foreign_policy,alt_dv_nuclear_policy,alt_dv_labor_policy,alt_dv_social_policy,manipulation_check1,age_attribute,origin,gender_attribute,career,scandal,labor_policy,housing_policy,social_policy,foreign_policy,nuclear_policy
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,70,Seoul,Female,Businessperson,Son's military service,Implement 4.5-day workweek,Expansion of public housing,Prioritize social harmony,Economic cooperation with North Korea,Deploy tactical nukes and US sharing
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,70,Gwangju,Female,Civil Rights Activist,Ancestors pro-Japanese,National job guarantee,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,Pursue independent nuclear armament
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,70,Busan,Female,Civil Rights Activist,None,Implement 4.5-day workweek,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,55,Seoul,Female,Businessperson,None,National job guarantee,Increase real estate taxes,Prioritize social harmony,Emphasize US-South Korea alliance,National interests reflected
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,55,Busan,Female,Businessperson,Bribery allegations,Flexibility in working hours,Expansion of public housing,Prioritize social harmony,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,55,Busan,Male,Civil Rights Activist,None,National job guarantee,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,70,Busan,Male,Civil Rights Activist,None,National job guarantee,Expansion of public housing,Social consensus before law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,70,Gwangju,Male,Civil Rights Activist,Son's military service,Implement 4.5-day workweek,Overhaul real estate policy,Social consensus before law,Diplomacy centered on national interests,No deployment of nuclear weapons
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,40,Busan,Female,Businessperson,Ancestors pro-Japanese,Harmony in labor-management relations,Increase real estate taxes,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,40,Gwangju,Male,Civil Rights Activist,Ancestors pro-Japanese,National job guarantee,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,55,Busan,Male,Prosecutor,Bribery allegations,National job guarantee,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,40,Seoul,Female,Businessperson,Son's military service,National job guarantee,Increase real estate taxes,Social consensus before law,Diplomacy centered on national interests,No deployment of nuclear weapons
R_4036sTpZah85jgu,Male,Capital Area,41,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Emphasize ROK-US alliance,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Other,55,Gwangju,Male,Businessperson,Son's military service,National job guarantee,Increase real estate taxes,Oppose anti-discrimination law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,40,Seoul,Female,Businessperson,Bribery allegations,Harmony in labor-management relations,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,55,Busan,Female,Civil Rights Activist,Bribery allegations,Implement 4.5-day workweek,Overhaul real estate policy,Oppose anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,40,Seoul,Male,Prosecutor,Ancestors pro-Japanese,National job guarantee,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,55,Busan,Male,Civil Rights Activist,None,National job guarantee,Increase real estate taxes,Social consensus before law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,55,Seoul,Female,Diplomat,Ancestors pro-Japanese,Flexibility in working hours,Ease real estate tax burden,Social consensus before law,Economic cooperation with North Korea,National interests reflected
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,70,Gwangju,Female,Civil Rights Activist,None,National job guarantee,Increase real estate taxes,Oppose anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,55,Gwangju,Female,Diplomat,Ancestors pro-Japanese,Harmony in labor-management relations,Ease real estate tax burden,Prioritize social harmony,Diplomacy centered on national interests,National interests reflected
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,70,Seoul,Male,Civil Rights Activist,Bribery allegations,Harmony in labor-management relations,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,Pursue independent nuclear armament
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,70,Seoul,Female,Prosecutor,Ancestors pro-Japanese,Implement 4.5-day workweek,Increase real estate taxes,Social consensus before law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,40,Seoul,Female,Prosecutor,None,Harmony in labor-management relations,Ease real estate tax burden,Social consensus before law,Diplomacy centered on national interests,No deployment of nuclear weapons
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,55,Busan,Male,Prosecutor,Ancestors pro-Japanese,Implement 4.5-day workweek,Ease real estate tax burden,Prioritize social harmony,Emphasize US-South Korea alliance,No deployment of nuclear weapons
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,70,Busan,Female,Diplomat,Bribery allegations,National job guarantee,Ease real estate tax burden,Oppose anti-discrimination law,Diplomacy centered on national interests,National interests reflected
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,70,Busan,Male,Diplomat,Ancestors pro-Japanese,Harmony in labor-management relations,Increase real estate taxes,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,National interests reflected
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,40,Seoul,Male,Prosecutor,Son's military service,Harmony in labor-management relations,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,Pursue independent nuclear armament
R_407BHYwRoV3YRYQ,Male,Yeongnam,47,Junior college,5,Other,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative,70,Gwangju,Male,Civil Rights Activist,Bribery allegations,Flexibility in working hours,Increase real estate taxes,Oppose anti-discrimination law,Emphasize US-South Korea alliance,National interests reflected
